rainfall_mm,temperature_C,discharge,month,rain_lag1,rain_lag2,rain_lag3,rain_lag5,discharge_lag1,discharge_lag2,rain_3day,rain_7day,day_of_year,heavy_rain
0.00048244704,24.134644,202.92,2,0.006627476,0.0025120904,0.025573056,5.609849e-06,400.07,360.59,0.00962201344,0.037331299849,44,0
0.106561325,24.774231,198.51,2,0.00048244704,0.006627476,0.0025120904,0.0016807107,202.92,400.07,0.11367124804,0.143442714989,45,0
1.3839363,24.93634,219.82,2,0.106561325,0.00048244704,0.006627476,0.025573056,198.51,202.92,1.49098007204,1.52737340514,46,0
1.2646866,24.727295,259.68,2,1.3839363,0.106561325,0.00048244704,0.0025120904,219.82,198.51,2.755184225,2.79037929444,47,0
0.400817,24.543488,261.32,2,1.2646866,1.3839363,0.106561325,0.006627476,259.68,219.82,3.0494399000000003,3.1656232384400003,48,0
0.07107454,23.971832,222.42,2,0.400817,1.2646866,1.3839363,0.00048244704,261.32,259.68,1.73657814,3.23418568804,49,0
0.30105704,23.776367,319.2,2,0.07107454,0.400817,1.2646866,0.106561325,222.42,261.32,0.77294858,3.5286152520400003,50,0
0.048501633,24.34311,219.8,2,0.30105704,0.07107454,0.400817,1.3839363,319.2,222.42,0.420633213,3.576634438,51,0
0.008791755,24.306519,264.27,2,0.048501633,0.30105704,0.07107454,1.2646866,219.8,319.2,0.358350428,3.4788648680000005,52,0
0.015032151,24.634827,219.82,2,0.008791755,0.048501633,0.30105704,0.400817,264.27,219.8,0.07232553900000001,2.109960719,53,0
0.27179495,25.676361,193.36,2,0.015032151,0.008791755,0.048501633,0.07107454,219.82,264.27,0.295618856,1.117069069,54,0
0.5078237,26.04129,221.46,2,0.27179495,0.015032151,0.008791755,0.30105704,193.36,219.82,0.794650801,1.224075769,55,0
0.01707638,26.013,218.81,2,0.5078237,0.27179495,0.015032151,0.048501633,221.46,193.36,0.79669503,1.170077609,56,0
0.038199704,25.656921,211.79,2,0.01707638,0.5078237,0.27179495,0.008791755,218.81,221.46,0.563099784,0.9072202729999999,57,0
0.0059486837,25.623596,200.52,2,0.038199704,0.01707638,0.5078237,0.015032151,211.79,218.81,0.0612247677,0.8646673236999999,58,0
0.00010434319,26.367828,181.0,2,0.0059486837,0.038199704,0.01707638,0.27179495,200.52,211.79,0.04425273089,0.8559799118899999,59,0
2.2439394e-06,27.069397,176.88,3,0.00010434319,0.0059486837,0.038199704,0.5078237,181.0,200.52,0.006055270829400001,0.8409500048293999,60,0
0.0,27.527771,172.65,3,2.2439394e-06,0.00010434319,0.0059486837,0.01707638,176.88,181.0,0.0001065871294,0.5691550548294,61,0
0.0,28.174744,121.33,3,0.0,2.2439394e-06,0.00010434319,0.038199704,172.65,176.88,2.2439394e-06,0.061331354829399894,62,0
0.00011219697,28.602692,163.33,3,0.0,0.0,2.2439394e-06,0.0059486837,121.33,172.65,0.00011219697,0.0443671717993999,63,0
0.004413829,28.720459,151.02,3,0.00011219697,0.0,0.0,0.00010434319,163.33,121.33,0.00452602597,0.010581296799399897,64,0
0.0029709758,28.809753,160.83,3,0.004413829,0.00011219697,0.0,2.2439394e-06,151.02,163.33,0.00749700177,0.007603588899399896,65,0
0.010980719,28.878723,173.99,3,0.0029709758,0.004413829,0.00011219697,0.0,160.83,151.02,0.0183655238,0.018479964709399894,66,0
0.03509297,28.612915,169.24,3,0.010980719,0.0029709758,0.004413829,0.0,173.99,160.83,0.0490446648,0.053570690769999894,67,0
0.12686336,27.994812,180.24,3,0.03509297,0.010980719,0.0029709758,0.00011219697,169.24,173.99,0.172937049,0.1804340507699999,68,0
0.12342229,28.09375,181.63,3,0.12686336,0.03509297,0.010980719,0.004413829,180.24,169.24,0.28537862,0.3038563407699999,69,0
0.55240065,27.734283,272.53,3,0.12342229,0.12686336,0.03509297,0.0029709758,181.63,180.24,0.8026863000000001,0.8561447938,70,0
0.43963262,27.468506,189.03,3,0.55240065,0.12342229,0.12686336,0.010980719,272.53,181.63,1.11545556,1.2913635848,71,0
0.091007456,28.447388,181.63,3,0.43963262,0.55240065,0.12342229,0.03509297,189.03,272.53,1.0830407260000001,1.379400065,72,0
0.04291983,28.69281,181.39,3,0.091007456,0.43963262,0.55240065,0.12686336,181.63,189.03,0.573559906,1.411339176,73,0
0.013713837,28.736359,185.34,3,0.04291983,0.091007456,0.43963262,0.12342229,181.39,181.63,0.14764112299999999,1.3899600429999999,74,0
0.44822803,28.677277,306.42,3,0.013713837,0.04291983,0.091007456,0.55240065,185.34,181.39,0.5048616969999999,1.711324713,75,0
0.5616637,28.246216,302.42,3,0.44822803,0.013713837,0.04291983,0.43963262,306.42,185.34,1.023605567,2.1495661229999996,76,0
0.27655432,28.260132,264.27,3,0.5616637,0.44822803,0.013713837,0.091007456,302.42,306.42,1.28644605,1.8737197929999998,77,0
0.00013912425,29.048035,193.36,3,0.27655432,0.5616637,0.44822803,0.04291983,264.27,302.42,0.83835714425,1.43422629725,78,0
0.0,29.384369,211.79,3,0.00013912425,0.27655432,0.5616637,0.013713837,193.36,264.27,0.27669344425000003,1.34321884125,79,0
6.731819e-05,29.735748,217.8,3,0.0,0.00013912425,0.27655432,0.44822803,211.79,193.36,0.00020644244,1.3003663294399999,80,0
0.0,30.33078,216.79,3,6.731819e-05,0.0,0.00013912425,0.5616637,217.8,211.79,6.731819e-05,1.2866524924399998,81,0
0.0,30.760284,319.2,3,0.0,6.731819e-05,0.0,0.27655432,216.79,217.8,6.731819e-05,0.83842446244,82,0
3.4781064e-05,30.720795,302.14,3,0.0,0.0,6.731819e-05,0.00013912425,319.2,216.79,3.4781064e-05,0.27679554350400004,83,0
0.003414154,30.815918,217.02,3,3.4781064e-05,0.0,0.0,0.0,302.14,319.2,0.003448935064,0.003655377504,84,0
0.40394387,30.131744,217.34,3,0.003414154,3.4781064e-05,0.0,6.731819e-05,217.02,302.14,0.407392805064,0.407460123254,85,0
0.49820727,30.360962,200.53,3,0.40394387,0.003414154,3.4781064e-05,0.0,217.34,217.02,0.905565294,0.905667393254,86,0
0.41533414,30.614868,220.63,3,0.49820727,0.40394387,0.003414154,0.0,200.53,217.34,1.31748528,1.320934215064,87,0
0.27941534,30.572784,265.09,3,0.41533414,0.49820727,0.40394387,3.4781064e-05,220.63,200.53,1.19295675,1.600349555064,88,0
0.5882319,31.037659,259.68,3,0.27941534,0.41533414,0.49820727,0.003414154,265.09,220.63,1.28298138,2.188581455064,89,0
0.27502397,30.933289,400.07,3,0.5882319,0.27941534,0.41533414,0.40394387,259.68,265.09,1.14267121,2.463570644,90,0
0.0022080366,31.049194,260.5,4,0.27502397,0.5882319,0.27941534,0.49820727,400.07,259.68,0.8654639066,2.4623645265999996,91,0
0.004112019,31.183868,263.66,4,0.0022080366,0.27502397,0.5882319,0.41533414,260.5,400.07,0.2813440256,2.0625326756,92,0
0.0056558503,31.472198,237.94,4,0.004112019,0.0022080366,0.27502397,0.27941534,263.66,260.5,0.0119759059,1.5699812559000001,93,0
0.06825391,31.712097,220.05,4,0.0056558503,0.004112019,0.0022080366,0.5882319,237.94,263.66,0.0780217793,1.2229010259,94,0
2.1317424e-05,31.6333,218.15,4,0.06825391,0.0056558503,0.004112019,0.27502397,220.05,237.94,0.073931077724,0.9435070033240001,95,0
4.487879e-05,31.79364,256.76,4,2.1317424e-05,0.06825391,0.0056558503,0.0022080366,218.15,220.05,0.068320106214,0.355319982114,96,0
0.0029676103,31.957214,219.04,4,4.487879e-05,2.1317424e-05,0.06825391,0.004112019,256.76,218.15,0.003033806514,0.083263622414,97,0
0.00020083258,31.845947,242.94,4,0.0029676103,4.487879e-05,2.1317424e-05,0.0056558503,219.04,256.76,0.0032133216700000002,0.081256418394,98,0
1.1219697e-06,32.294464,193.36,4,0.00020083258,0.0029676103,4.487879e-05,0.06825391,242.94,219.04,0.0031695648497,0.0771455213637,99,0
0.018432843,32.859955,188.47,4,1.1219697e-06,0.00020083258,0.0029676103,2.1317424e-05,193.36,242.94,0.018634797549700002,0.0899225140637,100,0
0.043991312,33.031006,193.36,4,0.018432843,1.1219697e-06,0.00020083258,4.487879e-05,188.47,193.36,0.0624252769697,0.0656599160637,101,0
0.1553053,32.89749,211.79,4,0.043991312,0.018432843,1.1219697e-06,0.0029676103,193.36,188.47,0.21772945500000002,0.22094389863970001,102,0
0.05990982,33.088043,209.77,4,0.1553053,0.043991312,0.018432843,0.00020083258,211.79,193.36,0.25920643200000004,0.2808088398497,103,0
0.0817456,33.053375,204.54,4,0.05990982,0.1553053,0.043991312,1.1219697e-06,209.77,211.79,0.29696072,0.3595868295497,104,0
0.15347761,32.570343,288.47,4,0.0817456,0.05990982,0.1553053,0.018432843,204.54,209.77,0.29513303,0.5128636069697,105,0
0.1727968,32.33841,241.88,4,0.15347761,0.0817456,0.05990982,0.043991312,288.47,204.54,0.40802001,0.685659285,106,0
0.17150767,32.921204,188.47,4,0.1727968,0.15347761,0.0817456,0.1553053,241.88,288.47,0.49778208,0.838734112,107,0
0.113467045,33.707184,189.03,4,0.17150767,0.1727968,0.15347761,0.05990982,188.47,241.88,0.457771515,0.908209845,108,0
0.33115947,33.7865,169.24,4,0.113467045,0.17150767,0.1727968,0.0817456,189.03,188.47,0.6161341850000001,1.084064015,109,0
0.15195397,33.82312,176.88,4,0.33115947,0.113467045,0.17150767,0.15347761,169.24,189.03,0.596580485,1.1761081649999998,110,0
0.0682483,33.686035,180.24,4,0.15195397,0.33115947,0.113467045,0.1727968,176.88,169.24,0.55136174,1.162610865,111,0
0.12576383,33.682434,176.88,4,0.0682483,0.15195397,0.33115947,0.17150767,180.24,176.88,0.34596610000000005,1.134897085,112,0
0.541604,32.88852,181.39,4,0.12576383,0.0682483,0.15195397,0.113467045,176.88,180.24,0.73561613,1.503704285,113,0
0.32709682,32.398254,192.55,4,0.541604,0.12576383,0.0682483,0.33115947,181.39,176.88,0.9944646500000001,1.659293435,114,0
0.2583627,32.130493,188.49,4,0.32709682,0.541604,0.12576383,0.15195397,192.55,181.39,1.12706352,1.80418909,115,0
0.63674814,31.97876,181.39,4,0.2583627,0.32709682,0.541604,0.0682483,188.49,192.55,1.22220766,2.10977776,116,0
0.3385712,32.348267,166.42,4,0.63674814,0.2583627,0.32709682,0.12576383,181.39,188.49,1.2336820400000001,2.29639499,117,0
1.05954,31.95935,181.63,4,0.3385712,0.63674814,0.2583627,0.541604,166.42,181.39,2.03485934,3.28768669,118,0
1.3362683,30.92102,218.15,4,1.05954,0.3385712,0.63674814,0.32709682,181.63,166.42,2.7343795,4.49819116,119,0
1.7534828,30.790619,214.74,4,1.3362683,1.05954,0.3385712,0.2583627,218.15,181.63,4.1492911,5.71006996,120,0
1.491457,30.78003,241.88,5,1.7534828,1.3362683,1.05954,0.63674814,214.74,218.15,4.5812081,6.874430139999999,121,0
0.12308008,30.960876,199.74,5,1.491457,1.7534828,1.3362683,0.3385712,241.88,214.74,3.3680198800000003,6.73914752,122,0
1.0792823,30.233826,192.55,5,0.12308008,1.491457,1.7534828,1.05954,199.74,241.88,2.69381938,7.18168168,123,0
1.9805571,29.960815,204.17,5,1.0792823,0.12308008,1.491457,1.3362683,192.55,199.74,3.18291948,8.82366758,124,0
1.6986858,29.959595,275.16,5,1.9805571,1.0792823,0.12308008,1.7534828,204.17,192.55,4.7585252,9.46281338,125,0
1.5269425,29.216248,272.52,5,1.6986858,1.9805571,1.0792823,1.491457,275.16,204.17,5.206185400000001,9.65348758,126,0
1.3927358,29.987518,324.63,5,1.5269425,1.6986858,1.9805571,0.12308008,272.52,275.16,4.6183641,9.29274058,127,0
0.25001973,31.146973,302.96,5,1.3927358,1.5269425,1.6986858,1.0792823,324.63,272.52,3.16969803,8.05130331,128,0
0.0785693,32.99057,275.98,5,0.25001973,1.3927358,1.5269425,1.9805571,302.96,324.63,1.7213248300000001,8.00679253,129,0
0.07389068,33.62796,253.72,5,0.0785693,0.25001973,1.3927358,1.6986858,275.98,302.96,0.40247971,7.00140091,130,0
0.058132622,33.77948,360.59,5,0.07389068,0.0785693,0.25001973,1.5269425,253.72,275.98,0.210592602,5.078976432000001,131,0
0.08412866,33.97406,263.66,5,0.058132622,0.07389068,0.0785693,1.3927358,360.59,253.72,0.216151962,3.464419292,132,0
0.41279063,33.70926,252.71,5,0.08412866,0.058132622,0.07389068,0.25001973,263.66,360.59,0.5550519119999999,2.350267422,133,0
1.6331147,32.961426,218.93,5,0.41279063,0.08412866,0.058132622,0.0785693,252.71,263.66,2.13003399,2.590646322,134,0
0.23258547,32.918976,194.13,5,1.6331147,0.41279063,0.08412866,0.07389068,218.93,252.71,2.2784908,2.573212062,135,0
0.4858926,33.398193,208.99,5,0.23258547,1.6331147,0.41279063,0.058132622,194.13,218.93,2.35159277,2.9805353620000004,136,0
0.1966712,33.31726,302.96,5,0.4858926,0.23258547,1.6331147,0.08412866,208.99,194.13,0.9151492699999999,3.103315882,137,0
0.23034152,32.507385,272.52,5,0.1966712,0.4858926,0.23258547,0.41279063,302.96,208.99,0.91290532,3.2755247799999996,138,0
1.7084805,31.42807,264.44,5,0.23034152,0.1966712,0.4858926,1.6331147,272.52,302.96,2.13549322,4.899876620000001,139,0
6.466574,29.850464,263.44,5,1.7084805,0.23034152,0.1966712,0.23258547,264.44,272.52,8.40539602,10.95365999,140,0
11.04594,27.218933,210.0,5,6.466574,1.7084805,0.23034152,0.4858926,263.44,264.44,19.2209945,20.36648529,141,0
11.4652405,27.732544,319.2,5,11.04594,6.466574,1.7084805,0.1966712,210.0,263.44,28.9777545,31.59914032,142,0
11.229249,29.123169,318.37,5,11.4652405,11.04594,6.466574,0.23034152,319.2,210.0,33.740429500000005,42.34249672,143,0
0.23173387,31.110138,306.42,5,11.229249,11.4652405,11.04594,1.7084805,318.37,319.2,22.92622337,42.37755939,144,0
0.09586445,33.274048,372.51,5,0.23173387,11.229249,11.4652405,6.466574,306.42,318.37,11.55684732,42.24308232,145,0
0.4865523,33.707336,370.84,5,0.09586445,0.23173387,11.229249,11.04594,372.51,306.42,0.8141506199999999,41.02115412,146,0
0.23906595,32.86145,303.42,5,0.4865523,0.09586445,0.23173387,11.4652405,370.84,372.51,0.8214827,34.793646069999994,147,0
0.20651874,32.509277,419.01,5,0.23906595,0.4865523,0.09586445,11.229249,303.42,370.84,0.93213699,23.95422481,148,0
0.21875495,32.779358,400.07,5,0.20651874,0.23906595,0.4865523,0.23173387,419.01,303.42,0.66433964,12.707739259999999,149,0
0.8079136,33.1127,307.25,5,0.21875495,0.20651874,0.23906595,0.09586445,400.07,419.01,1.23318729,2.28640386,150,0
0.1321759,33.375183,359.76,5,0.8079136,0.21875495,0.20651874,0.4865523,307.25,400.07,1.1588444500000001,2.18684589,151,0
0.10312024,33.856262,370.99,6,0.1321759,0.8079136,0.21875495,0.23906595,359.76,307.25,1.04320974,2.19410168,152,0
0.11594547,34.08835,318.37,6,0.10312024,0.1321759,0.8079136,0.20651874,370.99,359.76,0.35124161,1.8234948500000001,153,0
0.11779224,34.220093,400.07,6,0.11594547,0.10312024,0.1321759,0.21875495,318.37,370.99,0.33685795,1.70222114,154,0
0.87873566,33.068634,319.2,6,0.11779224,0.11594547,0.10312024,0.8079136,400.07,318.37,1.11247337,2.37443806,155,0
0.1293519,33.83029,339.71,6,0.87873566,0.11779224,0.11594547,0.1321759,319.2,400.07,1.1258798,2.28503501,156,0
0.030398648,33.989807,1036.54,6,0.1293519,0.87873566,0.11779224,0.10312024,339.71,319.2,1.0384862080000001,1.5075200579999999,157,0
0.23032357,33.931793,1043.94,6,0.030398648,0.1293519,0.87873566,0.11594547,1036.54,339.71,0.390074118,1.605667728,158,0
0.36416224,33.219666,1035.65,6,0.23032357,0.030398648,0.1293519,0.11779224,1043.94,1036.54,0.624884458,1.866709728,159,0
1.4391787,31.739807,1115.76,6,0.36416224,0.23032357,0.030398648,0.87873566,1035.65,1043.94,2.03366451,3.189942958,160,0
3.2923071,31.07257,796.65,6,1.4391787,0.36416224,0.23032357,0.1293519,1115.76,1035.65,5.09564804,6.364457818,161,0
3.686179,31.049744,519.35,6,3.2923071,1.4391787,0.36416224,0.030398648,796.65,1115.76,8.4176648,9.171901158,162,0
5.7883296,30.220062,498.97,6,3.686179,3.2923071,1.4391787,0.23032357,519.35,796.65,12.7668157,14.830878858,163,0
6.5346518,29.775879,499.82,6,5.7883296,3.686179,3.2923071,0.36416224,498.97,519.35,16.0091604,21.33513201,164,0
4.9236517,29.12445,439.51,6,6.5346518,5.7883296,3.686179,1.4391787,499.82,498.97,17.2466331,26.02846014,165,0
2.1022222,30.182617,328.66,6,4.9236517,6.5346518,5.7883296,3.2923071,439.51,499.82,13.5605257,27.7665201,166,0
4.5196857,29.84436,219.75,6,2.1022222,4.9236517,6.5346518,3.686179,328.66,439.51,11.5455596,30.8470271,167,0
4.374718,28.865784,220.56,6,4.5196857,2.1022222,4.9236517,5.7883296,219.75,328.66,10.9966259,31.929437999999998,168,0
9.486862,28.537598,219.78,6,4.374718,4.5196857,2.1022222,6.5346518,220.56,219.75,18.3812657,37.730121,169,0
18.496967,27.551544,200.55,6,9.486862,4.374718,4.5196857,4.9236517,219.78,220.56,32.358547,50.4387584,170,0
7.2657523,27.17926,211.79,6,18.496967,9.486862,4.374718,2.1022222,200.55,219.78,35.2495813,51.1698589,171,0
3.0334597,28.644592,192.17,6,7.2657523,18.496967,9.486862,4.5196857,211.79,200.55,28.796179000000002,49.2796669,172,0
4.15391,30.50235,200.55,6,3.0334597,7.2657523,18.496967,4.374718,192.17,211.79,14.453122,51.3313547,173,0
8.070102,29.527344,379.47,6,4.15391,3.0334597,7.2657523,9.486862,200.55,192.17,15.2574717,54.881771,174,0
26.28783,27.753326,371.64,6,8.070102,4.15391,3.0334597,18.496967,379.47,200.55,38.511842,76.794883,175,1
24.413963,27.502075,458.5,6,26.28783,8.070102,4.15391,7.2657523,371.64,379.47,58.771895,91.72198399999999,176,1
19.067877,27.450684,540.85,6,24.413963,26.28783,8.070102,3.0334597,458.5,371.64,69.76966999999999,92.292894,177,0
8.719511,28.371796,599.2,6,19.067877,24.413963,26.28783,4.15391,540.85,458.5,52.201351,93.7466527,178,0
5.6028366,29.593567,519.35,6,8.719511,19.067877,24.413963,8.070102,599.2,540.85,33.390224599999996,96.31602960000001,179,0
12.68951,29.368195,439.51,6,5.6028366,8.719511,19.067877,26.28783,519.35,599.2,27.0118576,104.8516296,180,0
13.05373,27.743195,958.25,6,12.68951,5.6028366,8.719511,24.413963,439.51,519.35,31.3460766,109.8352576,181,0
13.870377,27.699768,1235.47,7,13.05373,12.68951,5.6028366,19.067877,958.25,439.51,39.613617,97.4178046,182,0
13.882996,26.937958,754.27,7,13.870377,13.05373,12.68951,8.719511,1235.47,958.25,40.807103,86.88683759999999,183,0
6.157076,27.27179,578.99,7,13.882996,13.870377,13.05373,5.6028366,754.27,1235.47,33.910449,73.9760366,184,0
10.516018,27.438324,1044.84,7,6.157076,13.882996,13.870377,12.68951,578.99,754.27,30.556090000000005,75.7725436,185,0
12.304404,27.013855,1262.05,7,10.516018,6.157076,13.882996,13.05373,1044.84,578.99,28.977498,82.474111,186,0
16.272978,26.41684,1228.72,7,12.304404,10.516018,6.157076,13.870377,1262.05,1044.84,39.0934,86.057579,187,0
6.7991114,26.500854,1243.35,7,16.272978,12.304404,10.516018,13.882996,1228.72,1262.05,35.376493399999994,79.80296039999999,188,0
2.1135767,27.198029,1434.47,7,6.7991114,16.272978,12.304404,6.157076,1243.35,1228.72,25.1856661,68.04616010000001,189,0
2.4500039,27.736267,1056.91,7,2.1135767,6.7991114,16.272978,10.516018,1434.47,1243.35,11.362692,56.613168,190,0
6.574927,28.186646,1035.65,7,2.4500039,2.1135767,6.7991114,12.304404,1056.91,1434.47,11.1385076,57.03101899999999,191,0
15.772376,26.658325,1237.28,7,6.574927,2.4500039,2.1135767,16.272978,1035.65,1056.91,24.7973069,62.287377,192,0
23.34531,25.89978,1035.65,7,15.772376,6.574927,2.4500039,6.7991114,1237.28,1035.65,45.692612999999994,73.328283,193,1
15.750973,26.493958,907.6,7,23.34531,15.772376,6.574927,2.1135767,1035.65,1237.28,54.868659,72.806278,194,0
15.804201,26.660522,914.7,7,15.750973,23.34531,15.772376,2.4500039,907.6,1035.65,54.900484000000006,81.8113676,195,0
8.898526,27.633087,4705.97,7,15.804201,15.750973,23.34531,6.574927,914.7,907.6,40.4537,88.5963169,196,0
4.3056736,28.146149,3643.74,7,8.898526,15.804201,15.750973,15.772376,4705.97,914.7,29.0084006,90.45198660000001,197,0
2.03446,28.405792,3082.0,7,4.3056736,8.898526,15.804201,23.34531,3643.74,4705.97,15.238659600000002,85.9115196,198,0
2.1689763,28.605743,2526.8,7,2.03446,4.3056736,8.898526,15.750973,3082.0,3643.74,8.5091099,72.30811990000001,199,0
4.785125,28.813812,2355.98,7,2.1689763,2.03446,4.3056736,15.804201,2526.8,3082.0,8.9885613,53.7479349,200,0
7.6759553,28.312866,2314.92,7,4.785125,2.1689763,2.03446,8.898526,2355.98,2526.8,14.6300566,45.6729172,201,0
4.878771,27.847748,2393.18,7,7.6759553,4.785125,2.1689763,4.3056736,2314.92,2355.98,17.3398513,34.7474872,202,0
8.083926,27.746155,1749.55,7,4.878771,7.6759553,4.785125,2.03446,2393.18,2314.92,20.638652300000004,33.9328872,203,0
17.376814,27.640533,2192.87,7,8.083926,4.878771,7.6759553,2.1689763,1749.55,2393.18,30.339511,47.0040276,204,0
42.679104,26.089783,1980.11,7,17.376814,8.083926,4.878771,4.785125,2192.87,1749.55,68.13984400000001,87.6486716,205,1
50.555965,25.309875,2317.69,7,42.679104,17.376814,8.083926,7.6759553,1980.11,2192.87,110.611883,136.03566030000002,206,1
7.4639926,25.424255,3421.09,7,50.555965,42.679104,17.376814,4.878771,2317.69,1980.11,100.69906160000001,138.7145279,207,0
9.776811,26.681885,11350.45,7,7.4639926,50.555965,42.679104,8.083926,3421.09,2317.69,67.79676860000001,140.81538360000002,208,0
7.6264563,26.975525,10721.35,7,9.776811,7.4639926,50.555965,17.376814,11350.45,3421.09,24.8672599,143.56306890000002,209,0
7.429978,27.515106,8246.67,7,7.6264563,9.776811,7.4639926,42.679104,10721.35,11350.45,24.833245299999998,142.9091209,210,0
