date,rainfall_mm,temperature_C,discharge
2010-11-30,0.26288652,23.372375,358.6
2010-12-01,0.16976637,22.15506,458.6
2010-12-02,0.01969618,21.4357,380.36
2010-12-03,0.028903063,21.023956,459.39
2010-12-04,0.00059127813,20.524841,516.79
2010-12-05,4.6926174,20.048767,436.6
2010-12-06,20.785444,18.334778,380.36
2010-12-07,13.576232,20.587006,404.79
2010-12-08,21.693428,19.964111,459.41
2010-12-09,5.514466,21.053741,379.53
2010-12-10,1.8562362,21.659363,370.01
2010-12-11,0.18130246,21.573029,399.27
2010-12-12,0.38393134,21.5318,400.07
2010-12-13,1.2117094,20.374573,399.27
2010-12-14,0.24285148,19.477722,370.01
2010-12-15,6.1708335e-05,17.930359,436.6
2010-12-16,0.0,17.155853,399.27
2010-12-17,0.0,17.101807,358.93
2010-12-18,0.00013351442,17.093445,358.93
2010-12-19,0.000629425,17.354645,328.46
2010-12-20,1.45856075e-05,16.889587,309.54
2010-12-21,1.1219697e-06,16.739227,303.42
2010-12-22,0.00020644243,17.41504,272.52
2010-12-23,0.00033546897,18.35321,303.42
2010-12-24,0.00018849093,19.013184,264.445
2010-12-25,0.00010209925,19.276184,252.71
2010-12-26,0.0003556644,18.870148,272.58
2010-12-27,9.4245464e-05,18.591705,275.16
2010-12-28,0.00032873714,18.329468,264.44
2010-12-29,0.0061338088,18.62207,275.16
2010-12-30,0.0024683336,19.477234,273.75
2010-12-31,0.06587197,20.45694,275.16
2011-01-01,0.22698908,19.34967,303.42
2011-01-02,0.046254326,17.868805,273.75
2011-01-03,0.0051554516,17.12085,264.44
2011-01-04,2.2439394e-06,16.156738,273.75
2011-01-05,1.1219697e-06,15.779724,264.44
2011-01-06,0.00041849472,15.852905,303.42
2011-01-07,0.0002513212,16.129486,302.6
2011-01-08,0.009446985,17.1792,275.16
2011-01-09,0.004362218,18.062805,309.54
2011-01-10,0.0004162508,17.162292,302.6
2011-01-11,0.0,16.35498,275.16
2011-01-12,7.853789e-06,17.744202,309.54
2011-01-13,8.975758e-06,19.032166,399.27
2011-01-14,6.283031e-05,19.990906,370.01
2011-01-15,0.00014585607,21.00116,358.93
2011-01-16,2.2439394e-06,19.882599,459.41
2011-01-17,0.0015023176,17.908356,398.44
2011-01-18,3.8146973e-05,18.834015,458.57
2011-01-19,0.0064877905,19.876892,379.53
2011-01-20,0.054006018,19.250427,370.01
2011-01-21,0.05383211,18.69751,358.93
2011-01-22,0.0012711918,19.487183,358.1
2011-01-23,0.00095255236,20.694153,328.46
2011-01-24,0.002979952,21.464111,327.63
2011-01-25,2.1317426e-05,21.89444,358.93
2011-01-26,0.03697676,22.093567,358.13
2011-01-27,0.002525554,21.877014,309.54
2011-01-28,0.0044890014,21.64383,302.6
2011-01-29,0.031594668,22.066345,273.75
2011-01-30,0.14356838,22.610779,193.36
2011-01-31,0.022968965,22.121399,264.44
2011-02-01,0.012417962,21.313293,272.52
2011-02-02,0.00065410836,20.860748,219.78
2011-02-03,0.0025457493,20.82129,194.24
2011-02-04,0.0015943191,21.072632,200.55
2011-02-05,0.001079335,21.41513,190.66
2011-02-06,0.0007663053,22.090942,201.36
2011-02-07,7.6293945e-05,23.169647,272.52
2011-02-08,0.0,23.579163,302.6
2011-02-09,0.00018400305,23.559692,271.73
2011-02-10,3.3659094e-06,23.625702,220.68
2011-02-11,0.0016190025,23.5607,217.34
2011-02-12,0.00015819774,23.787811,211.79
2011-02-13,0.00023897957,24.40506,199.73
2011-02-14,0.0,25.071167,194.24
2011-02-15,1.5707577e-05,25.2052,190.66
2011-02-16,0.0068776747,23.957825,358.93
2011-02-17,0.10734109,23.4953,217.34
2011-02-18,0.8007487,23.49405,191.68
2011-02-19,3.8177278,22.671204,220.68
2011-02-20,10.969702,20.944,211.79
2011-02-21,10.863081,20.334015,190.66
2011-02-22,0.009376302,21.505127,217.34
2011-02-23,0.00193091,22.066559,217.34
2011-02-24,0.0027802412,22.520447,272.52
2011-02-25,0.19322452,23.169678,216.56
2011-02-26,0.17720278,23.205505,216.56
2011-02-27,0.07294262,23.586334,216.56
2011-02-28,0.00011444091,23.412903,216.56
2011-03-01,0.0013306561,23.862122,211.79
2011-03-02,0.0015763676,24.645813,191.21
2011-03-03,0.00091664935,25.835236,191.21
2011-03-04,0.16284157,26.795074,190.4
2011-03-05,0.104745984,27.086456,187.8
2011-03-06,0.009850894,27.529968,183.52
2011-03-07,0.00038371366,27.207672,184.31
2011-03-08,0.00040503108,27.144775,191.63
2011-03-09,0.0041568982,27.682678,180.24
2011-03-10,0.18676198,27.46103,192.06
2011-03-11,0.56745076,26.65918,211.01
2011-03-12,0.008659363,26.06958,187.8
2011-03-13,0.007582272,26.105316,163.33
2011-03-14,0.008531459,26.303345,190.77
2011-03-15,1.0410298,26.100708,210.24
2011-03-16,0.00579273,26.05127,264.44
2011-03-17,0.0006731819,27.08075,358.93
2011-03-18,0.0023269653,28.005493,190.83
2011-03-19,1.7951515e-05,29.041504,265.87
2011-03-20,0.0001222947,29.337189,217.34
2011-03-21,8.751364e-05,29.12439,216.56
2011-03-22,0.0037698187,29.155579,272.52
2011-03-23,0.029103896,29.32666,195.03
2011-03-24,1.8472246,27.523315,196.03
2011-03-25,0.39785612,27.001373,217.34
2011-03-26,0.3188739,27.676605,252.71
2011-03-27,0.10230905,28.052979,220.68
2011-03-28,0.082619615,28.45868,209.46
2011-03-29,0.04621169,29.165466,196.03
2011-03-30,0.12001151,29.015778,217.34
2011-03-31,0.073073894,28.821411,210.27
2011-04-01,0.16517416,29.043732,252.71
2011-04-02,0.05828633,29.237305,272.52
2011-04-03,0.10501525,29.605652,252.71
2011-04-04,3.6042695,28.085236,358.93
2011-04-05,3.9317636,25.828125,220.68
2011-04-06,0.06728004,27.443512,252.71
2011-04-07,0.009599573,28.623657,251.89
2011-04-08,1.3904964,28.946411,252.71
2011-04-09,1.4924756,27.275787,302.6
2011-04-10,0.30440387,28.302856,272.52
2011-04-11,0.06677515,29.252777,272.52
2011-04-12,0.0969135,29.926056,358.1
2011-04-13,1.7270076,28.720398,320.02
2011-04-14,1.449253,28.016022,379.53
2011-04-15,1.1622417,28.75763,404.79
2011-04-16,1.3012348,29.00232,380.36
2011-04-17,0.8425443,30.18106,379.53
2011-04-18,0.9906993,30.253296,320.02
2011-04-19,2.001455,28.317505,220.68
2011-04-20,2.424193,28.246094,210.27
2011-04-21,8.955687,27.294312,398.44
2011-04-22,6.362872,25.938019,370.01
2011-04-23,1.1392548,27.913757,303.42
2011-04-24,1.6971791,28.35025,273.52
2011-04-25,3.0775566,27.86615,209.46
2011-04-26,2.049242,27.483765,378.5
2011-04-27,2.7191103,27.062042,358.1
2011-04-28,1.3267361,28.374268,379.53
2011-04-29,0.6181661,29.134491,370.01
2011-04-30,1.1251808,29.532166,327.63
2011-05-01,0.6436808,29.831543,273.52
2011-05-02,0.99362653,30.620728,397.6
2011-05-03,0.29425788,31.487305,436.6
2011-05-04,1.2560384,31.320435,404.79
2011-05-05,2.1136296,30.897827,302.6
2011-05-06,1.005267,30.51654,377.43
2011-05-07,3.6200109,30.05716,217.34
2011-05-08,0.5481967,30.392365,199.73
2011-05-09,0.18683715,31.740875,196.03
2011-05-10,0.20023121,32.609497,190.83
2011-05-11,0.0994514,33.016357,327.63
2011-05-12,0.117586926,32.76367,320.02
2011-05-13,0.18428355,32.503876,302.6
2011-05-14,0.5466629,31.93689,273.34
2011-05-15,0.55978215,32.11551,265.37
2011-05-16,1.4679011,31.885529,319.2
2011-05-17,0.7490068,31.83136,273.52
2011-05-18,1.5084369,31.749054,397.6
2011-05-19,2.4228566,30.80722,274.35
2011-05-20,0.34325546,30.21637,252.71
2011-05-21,0.07064146,31.205566,275.17
2011-05-22,0.24353926,31.726196,320.02
2011-05-23,0.12641458,31.7258,358.93
2011-05-24,0.61927116,31.76294,309.54
2011-05-25,0.68493897,32.127594,273.52
2011-05-26,1.7904091,30.664398,272.53
2011-05-27,1.1370636,30.433289,328.66
2011-05-28,1.2379097,30.850891,309.54
2011-05-29,0.67910135,31.463135,273.1
2011-05-30,0.59181327,31.440521,271.3
2011-05-31,1.3209814,30.942017,252.71
2011-06-01,0.92050326,30.994812,251.15
2011-06-02,1.822585,30.77008,358.93
2011-06-03,2.5231912,30.418762,273.35
2011-06-04,2.2849398,30.251038,210.27
2011-06-05,3.6018293,30.2211,199.73
2011-06-06,3.7255893,30.480927,264.07
2011-06-07,4.6812425,30.041504,358.93
2011-06-08,5.334991,29.063507,328.66
2011-06-09,1.2643151,30.420776,436.6
2011-06-10,2.1582358,30.166077,404.79
2011-06-11,3.5142283,29.634155,456.98
2011-06-12,9.015744,29.660889,405.63
2011-06-13,11.46801,29.377014,522.03
2011-06-14,16.092157,28.828003,498.97
2011-06-15,29.75984,27.463318,407.31
2011-06-16,29.16229,26.584015,483.47
2011-06-17,27.7664,26.819641,578.99
2011-06-18,27.352943,27.08496,523.66
2011-06-19,30.710527,26.816803,612.73
2011-06-20,29.640818,26.570099,856.07
2011-06-21,10.364259,27.086548,1262.05
2011-06-22,4.0573287,27.587402,1262.05
2011-06-23,2.4579475,28.83548,1085.06
2011-06-24,1.0910505,29.06305,795.81
2011-06-25,4.8154035,26.75299,856.91
2011-06-26,9.623032,26.020203,407.31
2011-06-27,17.482798,25.950684,377.46
2011-06-28,13.54439,26.528137,275.4
2011-06-29,5.2522125,27.2099,516.17
2011-06-30,2.0803125,27.740692,652.97
2011-07-01,1.8740441,28.32315,483.47
2011-07-02,1.8708925,27.944489,435.76
2011-07-03,6.4448466,27.487701,516.17
2011-07-04,14.948421,26.2529,456.98
2011-07-05,15.732322,25.94046,407.31
2011-07-06,7.775227,26.25354,559.02
2011-07-07,10.437131,26.194702,651.24
2011-07-08,6.9151,27.123413,524.51
2011-07-09,7.006642,27.705719,710.93
2011-07-10,2.2498019,28.575378,907.6
2011-07-11,6.0544386,28.487213,818.12
2011-07-12,12.289583,27.734863,754.27
2011-07-13,5.430037,27.745728,856.96
2011-07-14,7.005759,27.750214,925.26
2011-07-15,12.801564,27.575256,893.07
2011-07-16,18.014565,27.055847,820.784
2011-07-17,16.623798,26.798523,909.36
2011-07-18,10.11835,27.083618,1035.65
2011-07-19,8.783374,27.346008,1262.05
2011-07-20,14.682736,26.194153,1771.94
2011-07-21,28.857735,24.725708,2117.41
2011-07-22,20.861343,24.177979,2047.63
2011-07-23,2.3087873,25.327332,1812.16
2011-07-24,5.026411,26.646057,2168.73
2011-07-25,3.7923658,27.322327,2831.22
2011-07-26,1.5058405,27.906189,2360.52
2011-07-27,2.5990362,28.41925,2166.14
2011-07-28,5.6104994,28.518982,1459.91
2011-07-29,6.39171,28.094543,1459.46
2011-07-30,4.38498,28.377777,1771.94
2011-07-31,6.7684727,28.57306,2130.22
2011-08-01,5.3858747,27.944122,1564.65
2011-08-02,12.685836,27.4711,1326.32
2011-08-03,17.164457,26.628174,1325.87
2011-08-04,8.908022,26.872955,1247.84
2011-08-05,16.859974,26.912842,1497.84
2011-08-06,21.303595,26.386902,1460.18
2011-08-07,14.588801,26.477356,1325.61
2011-08-08,17.440178,26.298706,1771.94
2011-08-09,12.8485155,26.085022,1812.44
2011-08-10,14.632563,26.442322,1478.54
2011-08-11,31.973537,25.929993,1250.0
2011-08-12,20.07493,25.662598,1326.14
2011-08-13,13.021428,25.874542,1341.92
2011-08-14,10.417991,26.357452,1854.0
2011-08-15,10.92763,26.743286,8154.0
2011-08-16,15.030516,26.497864,9968.31
2011-08-17,14.88011,26.243286,5825.7
2011-08-18,20.330984,25.691833,3451.97
2011-08-19,16.700277,25.568176,3603.22
2011-08-20,5.6296883,26.790771,3359.51
2011-08-21,2.471723,27.571075,3355.32
2011-08-22,7.142395,27.463013,3198.82
2011-08-23,11.159947,27.126099,8861.7
2011-08-24,12.594655,26.812866,4213.43
2011-08-25,16.327913,26.527222,4581.85
2011-08-26,18.640867,25.899841,3108.99
2011-08-27,13.314128,25.79422,2438.4
2011-08-28,10.605091,26.340637,3513.94
2011-08-29,12.104846,26.510834,4803.32
2011-08-30,13.521597,26.158691,10742.97
2011-08-31,18.740417,26.096924,10758.61
2011-09-01,30.576159,25.506409,12297.0
2011-09-02,15.965313,25.624878,13040.89
2011-09-03,21.034237,25.762268,14313.24
2011-09-04,21.692554,26.228058,13955.0
2011-09-05,28.641008,26.203064,15506.0
2011-09-06,33.013527,25.431396,18580.08
2011-09-07,29.274223,25.283264,16937.33
2011-09-08,28.30544,25.480225,21222.49
2011-09-09,23.394312,24.959015,27320.11
2011-09-10,7.848708,26.117981,35869.52
2011-09-11,4.468763,26.745636,38832.18
2011-09-12,5.4582863,27.541931,35869.52
2011-09-13,9.402082,27.274445,27075.61
2011-09-14,13.353465,26.537231,15503.06
2011-09-15,14.204459,26.072632,13013.16
2011-09-16,11.265028,26.667908,12305.5
2011-09-17,14.856078,26.397705,15784.14
2011-09-18,11.883754,26.031403,13973.62
2011-09-19,11.217943,26.366943,10742.97
2011-09-20,12.480779,26.285278,13019.0
